"id","name","year","region","country","state","description","status","url","notes","age_verification","parental_consent","hours_of_access","parental_account_access","data_privacy","targeted_ads","algorithms_and_platform_design","pornographic_content","blocking_foreign_apps","artificial_intelligence","phones_in_schools","media_literacy","parental_controls","establish_commissions","social_media_tax","reporting_abuse","child_labor","screentime_notifications"
"SB5346","An act relating to addressing student use of mobile devices in public schools",2025,"North America","USA","Washington","This bill requires the office of the superintendent of public instruction to create a website with resources on media literacy, internet safety, and digital citizenship and develop research-based best practice policies for school district regulation of mobile device possession and use during instructional hours. This office is also required to provide a summary report of these recommendations and current policies being implemented by Dec. 15, 2027, and school districts are encouraged to follow the recommendations.","passed","https://legiscan.com/WA/text/SB5346/2025","Enacted",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"HB2038","An act relating to establishing and funding the youth behavioral health account",2025,"North America","USA","Washington","This bill establishes the Youth Behavioral Health account and introduces an additional business and occupational tax on social media operations to fund the  youth behavioral health account.","failed","https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/House Bills/2038.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"HB2225","An act relating to the regulation of artificial intelligence companion chatbots",2025,"North America","USA","Washington","This bill requires increased transparency about chatbots' artificiality (non-human) and increased safeguards for detecting and responding to user expression of psychologically concerning statements. Specifically for users under 18, this bill requires consistent reminders of chatbots' artificiality and restricts sexually explicit content.","passed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiV0EyMDI1MDAwSDIyMjUifQ.fvIu4yETrg10YaoGBwMS5-Oxz3IGTcok6eIaJQFGqds/text","Enacted",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"SB5984","An act Relating to regulation of artificial intelligence companion chatbots",2026,"North America","USA","Washington","This bill requires increased transparency about chatbots' artificiality (non-human), increased safeguards for detecting and responding to user expression of psychologically concerning statements. Specifically for users under 18, this bill requires consistent reminders of chatbots' artificiality and restricts sexually explicit content.","pending","https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/Senate Bills/5984-S.E.pdf","Pending",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"SB5870","An act relating to establishing civil liability for suicide linked to the use of artificial intelligence systems",2025,"North America","USA","Washington","This bill requires disclosure of chatbots' non-human nature to users, including frequent reminders of this for users under 18, requires suicide prevention protocol and transparency, and restricts the production of sexually explicit images and the direct encouragement of sexually explicit behavior for users under 18. It also implements civil liberties for suicides determined to be linked to the use of AI systems.","failed","https://legiscan.com/WA/text/SB5870/id/3290396","Failed",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"SB6111","An act relating to the protection of children online",2025,"North America","USA","Washington","This bill requires digital service providers to verify that a user is at least 18 or obtain parental consent for a minor (under 18) to hold an account. This bill also limits the collection and usage of data belonging to a minor to what's strictly necessary, and requires that digital service providers make a reasonable effort develop and implement a strategy for limiting the exposure of minors to age-inappropriate (violent, sexually explicit, illegal, etc.) content.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiV0EyMDI1MDAwUzYxMTEifQ.pipKFUSJWwD0jImdqASjsuIJ5eOg2yKKz7CWTa72ryo/text","Failed",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"HB2018","An act relating to improving student outcomes by restricting mobile device use by public school students",2023,"North America","USA","Washington","This bill requires the office of the superintendent of public instruction to research and report on policy recommendations to restricting  mobile device use during instructional hours, requires the Washington state school directors' association to develop a model policy and procedures on the same topic, and requires that all public schools adopt a policy that aligns with the model by February 5, 2027.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:WA2023000H2018&verid=WA2023000H2018_20240108_0_I","Failed",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"HB2435","An act relating to banning TikTok in Washington",2024,"North America","USA","Washington","This bill prohibits the operation or allowed downloading of TikTok in the state of Washington.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:WA2023000H2435&verid=WA2023000H2435_20240118_0_I","Failed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SB5626","An act relating to expanding and enhancing media literacy and digital citizenship in K-12 education",2023,"North America","USA","Washington","This bill requires the office of the superintendent of public instruction to establish a program supporting school districts in enhancing students' media literacy and digital citizenship by supporting teachers. It outlines a schedule for how teacher training and grant/fund allocation plays out in the 2-year cycle of the program and provides instructions for how guidelines for the program should continue to be developed and implemented.","failed","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:WA2023000S5626&verid=WA2023000S5626_20230213_0_RS","Failed",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"HB2400","An act relating to social media content creation",2026,"North America","USA","Washington","This bill categorizes vloggers as engaging in business activity, requires them to register witht the department, requires financial compensation for minors (under 18) featured in content, and provides individuals aged 18-23 with the right to request deletion of compensated content  that they appeared in as a minor. Additionally, this bill requires social media companies to submit an annual report on April 1st about its users and outlines civil liabilities for non-compliance with these sections.","pending","https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/House Bills/2400.pdf","Pending",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HB1671","An act relating to personal data privacy",2026,"North America","USA","Washington","This bill establishes personal data privacy protections, including requiring any businesses that collect personal data to only use the data for strictly necessary functions, be transparent with consumers about how their data is being used, respond to consumer requests for information or opting-out, to take appropriate cautions to keep user data private, and more. This bill also prohibits the sale of data belonging to anyone under 18 and prohibits targeted advertising to those individuals.","pending","https://legiscan.com/WA/text/HB1671/id/3126053","Pending",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"SB5637","An act relating to promoting student access to information about media literacy and civic education",2025,"North America","USA","Washington","This bill updates the content requirements for the mandatory civics course in public high schools to include media literacy, including how to engage critically with online information and combat the digital spread of misinformation, among other content changes. This bill also requires the  office of the superintendent of public instruction to work with nonprofits to provide the resources and information necessary for school districts to make these updates.","pending","https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/Senate Bills/5637.pdf","Pending",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"HB1627","An act relating to protecting the interests of minor children featured on for-profit family vlogs",2023,"North America","USA","Washington","This bill requires proportional compensation for minors (under age 18) featured in vlogs and requires that upon reaching 18 years of age, they can request that any compensated content they appeared in as a minor is permanently deleted.","pending","https://custom.statenet.com/public/resources.cgi?mode=show_text&id=ID:bill:WA2023000H1627&verid=WA2023000H1627_20230125_0_I","Pending",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HB1820","An act relating to protecting the interests of minor children featured on for-profit family vlogs",2025,"North America","USA","Washington","This bill requires a family vlogger who receives compensation for their content to set aside profit for any of their children (under 18) in proportion to the amount that individual is featured in the content. It also allows individuals who were featured in compensated content as a minor to request its permanent deletion once they turn 18, and requires platforms and websites to take measures to make this happen.","pending","https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/House Bills/1820.pdf","Pending",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SB35","School District Cell Phone and Smart Watch Policies",2026,"North America","USA","Wyoming","This bill requires schools to adopt policies regarding cellphone and smart devices in schools, and requires those policies and any changes to be reported to the state superintendent.","passed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiV1kyMDI2MDAwUzM1In0.-N5Pe8ZWVjE0lqw61KmK7NSaaDNzclX5OH5RU2NJmGA/text","Enacted",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SB21","Ban on cell phone use in schools.",2025,"North America","USA","Wyoming","This bill prohibits the use of cell phones and smart watches during instructional time, with exceptions for emergencies, health, accommodations, or other authorization.","failed","https://www.wyoleg.gov/Legislation/2025/SF0021","Failed",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HB65","K-12 public school discipline",2026,"North America","USA","Wyoming","This bill requires the board of trustees in each school district to adopt student disciplining policies, including regarding the enforcement of rules related to electronic device usage (includes cellphones, tablets, smartwatches, computers, etc.).","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiV1kyMDI2MDAwSDY1In0.m-0sv6kFhf1SqKEva1Jav_YBGLVkBo50mJ9P-HoxFQI/text","Failed",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"HB547","Kid Influencer Protection Act ",2025,"North America","USA","Ohio","This bill requires a portion of earnings from child vloggers (video bloggers) under the age of 18 to be held in a trust account.
","pending","https://legiscan.com/OH/text/HB547/id/3274316/Ohio-2025-HB547-Introduced.pdf","In committee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HB376","Enact the Kidfluencer Protection Act",2024,"North America","USA","Ohio","This bill requires vloggers (video bloggers) to set aside a specified amount of gross earnings from video content featuring their child under the age of 18 into a trust account. 
","failed","https://legiscan.com/OH/text/HB376/id/2880888/Ohio-2023-HB376-Introduced.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"HB485","School Internet Safety Policy",2024,"North America","USA","Ohio","This bill requires public schools to adopt internet safety policies (such as blocking social media on school devices) and restrict student cell phone use during class time. It further mandates curriculum for grades 6–12 covering the mental health, behavioral, and safety risks of social media, including topics like misinformation, cyberbullying, and online predatory behavior.","failed","https://legiscan.com/OH/text/HB485/id/2978953/Ohio-2023-HB485-Introduced.pdf","Failed",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SB217","AI-Generated Products",2024,"North America","USA","Ohio","This bill requires aritificial intelligence-generated products to have a watermark informing viewers that they were created with AI. This bill further prohibits simulated child pornography, including AI-generated images.","failed","https://legiscan.com/OH/text/SB217/id/2902476/Ohio-2023-SB217-Introduced.pdf","Failed",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"SB22","Protection of Minors on Social Media",2023,"North America","USA","Pennsylvania","This bill requires consent of a legal guardian for anyone under 16 years of age to create a social media account, limits harmful content accessible to minors, and creates penalties to any social media platform that exposes a minor to harmul content. In terms of limiting harmful content, it is unlawful for social media platforms to knowingly expose minors to harmful contentrelated to physical/mental health, bodily injury, etc. Penalties for breaking this law will face court ordered costs for result of damage and covered attorney fees/court costs.","failed","https://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0022&pn=1099","tabled/died",1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
"HB1430","Providing for protection of minors on social media",2025,"North America","USA","Pennsylvania","This bill requires legal guardian consent for any minor under 18, as well as prohibiting use of personal data for targeted advertising.","pending","https://www.palegis.us/legislation/bills/text/PDF/2025/0/HB1430/PN1665","In comitee",1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"SB22","Providing for protection of minors on social media",2025,"North America","USA","Pennsylvania","This bill requires consent of legal guardian for a minor under 16 years of age to create a social media account, limits harmful content shown to minors, and creates penalties to any site that exposes a minor to harmul content.","failed","https://www.palegis.us/legislation/bills/text/PDF/2025/0/SB0022/PN0120","Died in committee",1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
"HB825","Teen Social Media and Internet Safety Act",2025,"North America","USA","Tennessee","This bill prohibits students in grade 6-12 at public schools from accessing social media platforms on school-provided internet.
","passed","https://legiscan.com/TN/text/HB0825/id/3223431/Tennessee-2025-HB0825-Chaptered.pdf","Enacted",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SB811","Teen Social Media and Internet Safety Act",2025,"North America","USA","Tennessee","This bill requires the Department of Education to develop curricula on social media and internet safety for students in grades 6-12. The curricula will include information about the negative effects of social media on mental health, using social media safely, and understanding misinformation regarding artificial intelligence.","pending","https://legiscan.com/TN/text/SB0811/id/3223777/Tennessee-2025-SB0811-Chaptered.pdf","Pending",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"HB1891","Protecting Children from Social Media Act",2024,"North America","USA","Tennessee","This bill requires social media companies to implement age verification and parental supervision so parents can control privacy settings and time limits for minors under the age of 18. For age verification, a social media company should verify age at the time users attempt to become account holder. If the user is a child, must verify the parental consent for minor to become account holder and shall prohibit minor from becoming one if there is no cosent provided. Social media companies should also provide parent to supervise the minor's account such as view privacy settings on the account, set time restrictions, and implement breaks.","passed","https://legiscan.com/TN/text/HB1891/id/2996335/Tennessee-2023-HB1891-Chaptered.pdf","Passed",1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SB1792","Protect Tennessee Minors Act",2024,"North America","USA","Tennessee","This bill requires commercial entities that distribute material that is harmful to minors under the age of 18 to implement age verification. Content harmful to minors includes those that are sexually explicit and harmful or inappropriate for minors as well as content displaying the human body in crude ways. Age verification should be done using either user data (minimum 7 years of data), the age of each active user attempting website access, or an age verified session.","passed","https://legiscan.com/TN/text/SB1792/id/3005836/Tennessee-2023-SB1792-Chaptered.pdf","Passed",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SB2097","Protecting Children from Social Media Act",2024,"North America","USA","Tennessee","This bill requires social media companies to implement age verification and parental supervision so parents can control privacy settings and time limits for minors under the age of 18. A social media company should verify age at the time of attempt, using parental consent for the minor to become an account holder. Social media platforms can allow parents to revoke consent and shall not retain any personal information used for age verification or parental consent. This bill proposes that parental supervision may include to view privacy settings, set daily time restrictions, implement use breaks.","passed","https://legiscan.com/TN/text/SB2097/id/2996678/Tennessee-2023-SB2097-Chaptered.pdf","Passed",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SB2372","An Act to amend Tennessee Code Annotated, Title 4 and
An Act to Ammend Title 47, Chapter 18, Relative to Social Media.",2024,"North America","USA","Tennessee","This bill requires social media companies to implement age verification and parental supervision so parents can control privacy settings and time limits. Additionally, social media companies must implement a curfew prohibiting minors under the age of 18 from accessing the platform between 10:30 PM and 6:30 AM.","failed","https://legiscan.com/TN/text/SB2372/id/2909389/Tennessee-2023-SB2372-Draft.pdf","Failed",1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"H210","Act relating to age appropriate design code",2021,"North America","USA","Vermont","This bill establishes safeguards for minors' use of social media, including restrictions on distressing content, protections for personally identifiable user data, enhanced privacy controls, and limits on adult-to-minor interactions online.","failed","https://legislature.vermont.gov/Documents/2026/Docs/BILLS/H-0210/H-0210 As Introduced.pdf","Failed",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"S0069","Vermont Age-Appropriate Design Code Act",2025,"North America","USA","Vermont","This bill relates to an age-appropriate design code which includes protections of private information, prohibiting additictive design, and establishing a duty of care to protect minor's best interests online.","passed","https://legiscan.com/VT/text/S0069/2025","Enacted",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB392","Child Digital Protection Act",2025,"North America","USA","Montana","This bill establishes the  Child Digital Protection Act which requires family vloggers who profit from videos featuring their minor children to set aside a percentage of earnings in trust for the child. It further grants the child a right to request permanent deletion of such content upon reaching adulthood.","passed","https://legiscan.com/MT/text/HB392/id/3218759","Enacted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HB925","Social Media Youth Protection Act",2025,"North America","USA","Montana","This bill establishes the Social Media Youth Protection Act, requiring social media companies to implement age-assurance systems, provide supervisory tools to minor account holders, and requiring parental consent for data privacy settings of minor account holders.","failed","https://bills.legmt.gov/","Failed",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"SB297","Generally revise privacy laws",2025,"North America","USA","Montana","This bill expands online data protections for minors to include data collection protections such as data trade opt-out options, controller (platforms) revealing data trade collections, etc. Further, this bill specifies the roles platforms have in providing protections of data and information.","passed","https://bills.legmt.gov/","Passed",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB2017","Providing for protection of minors on social media; and imposing penalties",2023,"North America","USA","Pennsylvania","This bill amends title 50 to protect minors on social media, with measures to protect (using reporting of incidents, liability imposed to social media platforms) against hateful conduct (any actions that vilify or humiliate another online) that could influence mental health. Further, this bill imposes fines for violations to be paid by social media companies.","failed","https://www.palegis.us/legislation/bills/text/PDF/2023/0/HB2017/PN3072","Failed",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"HB1879","Providing for duties of covered entities to protect the best interests of children that use online services, products or features and for data protection impact assessments; prohibiting certain actions by covered entities; and imposing penalties.",2023,"North America","USA","Pennsylvania","This bill  establishes the Online Safety Protection Act, requiring covered entities that offer online products or features likely to be accessed by children to conduct data protection impact assessments, configure default privacy settings to high-privacy levels, and act in the best interests of children when processing their personal data.","failed","https://www.palegis.us/legislation/bills/text/PDF/2023/0/HB1879/PN3304","Failed",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"HB2553","Prohibiting the use of social media platforms by minors.",2023,"North America","USA","Pennsylvania","This bill amends the act of the Unfair Trade Practices and Consumer Protection Law to prohibit minors' usage of social media platforms.","failed","https://www.palegis.us/legislation/bills/text/PDF/2023/0/HB2553/PN3605","Failed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SB1643","AN ACT to amend Tennessee Code Annotated, Title 37; Title 47, Chapter 18 and Title 68, relative to age verification for certain material.",2023,"North America","USA","Tennessee","This bill requires entities to verify that a user attempting to access material is 18 years or older and prohibits rthe etention of any identifying information of the user.","passed","https://www.capitol.tn.gov/Bills/113/Bill/SB1643.pdf","Enacted",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"S0284","An act relating to student use of cell phones and other personal electronic devices in schools",2023,"North America","USA","Vermont","This bill requires the Vermont Secretary of Education to develop a model policy and guidance over student use of cell phones and other personal electronic devices in schools, including permitted and prohibited use periods, device storage, enforcement consequences, and parent communication procedures. It further requires the Agency of Education to report to the legislature school districts' adoption and effectiveness of such policies, along with recommendations for further action and media literacy education.","failed","https://legislature.vermont.gov/Documents/2024/Docs/BILLS/S-0284/S-0284 As passed by the Senate Official.pdf","Failed",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"S0289","An act relating to age-appropriate design code",2023,"North America","USA","Vermont","This bill implements an age-appropriate design code, requiring covered entitites (social media platforms, etc.) to set default privacy settings to highest privacy, provide terms of privacy, provide tools for the minor and/or parents to control privacy. It furthers prohibits harmful design such as the use of reward design features encouraging over-use of platforms, permitting unknown adult-minor interactions, and exploitation of minors within online contracts.","failed","https://legislature.vermont.gov/Documents/2024/Docs/BILLS/S-0289/S-0289 As passed by the Senate Official.pdf","Failed",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"H0797","An act relating to the regulation of social media platforms for the protection of child users",2024,"North America","USA","Vermont","This bill enhances the authority of the Attorney General to regulate social media platforms in Vermont for the purpose of protecting the health and safety of child users. Further, this bill provides a financial structure to support additional resources needed by the Attorney General to administer and implement its provisions.","failed","https://legiscan.com/VT/text/H0797/2023","Died in committee",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
"H1039","Contents of Parenting Plans",2026,"North America","USA","New Hampshire","This bill enables a parenting plan to include provisions relative to the sharing of a child’s image on social media.","passed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiTkgyMDI1MDAwSDEwMzkifQ.E_muveEq8s6t1E_8LzlZitBoWGnxGoaX4NmFGaEuapw/text","Passed",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"H1650","Age Appropriate Design Code",2026,"North America","USA","New Hampshire","This bill establishes an age-appropriate design code which limits businesses’ ability to collect and use the personal data of minors in New Hampshire. The bill also limits what may be considered publicly available information which businesses may collect and use, and authorizes the attorney general to establish rules to enforce such provisions.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiTkgyMDI1MDAwSDE2NTAifQ.Eht0vzMgsRnw5SnZvey7AqibA3F34wgZ7vJ_P0lpcpk/text","Died",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"H0206","Limit the Use of Cell Phones by Students",2026,"North America","USA","New Hampshire","This bill requiring school districts and chartered public schools to adopt policies establishing a cell phone-free education.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiTkgyMDI1MDAwUzIwNiJ9.B3KK9yIvSH5kVnT1ubMwN0wtwo8hx7KOxj6SE_dxx5U/text","Died",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SB263","Responsive Generative Communication",2026,"North America","USA","New Hampshire","This bill criminalizes AI chatbot operators knowingly directing generative communication to a child with intent to facilitate, encourage, or solicit the child's engagement in sexually explicit conduct, illegal drug or alcohol use, self-harm or suicide, or violent crime.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiTkgyMDI1MDAwUzI2MyJ9.sxRphn-CbaWvXaGU8t6n_AM5FI7Fls43D4oOJZkwmvI/text","Died",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"HB0174","Chatbot Safety Act",2026,"North America","USA","New Mexico","This bill enacts the Chatbot Safety Act, establishing safety and transparency standards for companion aritificial intelligence (AI) products including banning manipulative engagement tactics (like variable-reward schedules and guilt-based retention messages) unless an adult user opts in, while barring minors from enabling those features and guaranteeing them an AI-disclosure notice with no opt-out. It also requires crisis intervention protocols for users in distress.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiTk0yMDI2MDAwSDE3NCJ9.4tCdkCfY5dDjp5EmPxoGEBFwfHskbv8OZwjhXnQd1h8/text","Failed-Adjourned",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SB0338","Digital Safety for Children Office",2025,"North America","USA","Ohio","This bill creates a Digital Safety for Children Office under the Ohio Attorney General, which will be responsible for monitoring online safety issues affecting children, cyberbullying, and children's online data collection.","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiT0gyMDI1MDAwUzMzOCJ9.HWfdD7n4g_SDFmxx2nNvzmJXU0rdgT04rfI2xNOeP5w/text","Pending",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"HB0939","Social Media and Child Labor",2025,"North America","USA","Pennsylvania","This bill amends Pennsylvania's Child Labor Act to extend child performer protections to minors who work as content creators (vloggers, influencers, streamers, etc.), requiring that, once a minor's online content work meets certain thresholds for substantiality and earnings, at least 15% of the minor's compensation is set aside into a trust account or qualified tuition program held for the minor until age 18.","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiUEEyMDI1MDAwSDkzOSJ9.vf2KTIuttUVyc8XQPMKAZD_gelzoMPS6zlX8IRzHHsg/text","Pending",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"HB1729","Online Safety for Children",2025,"North America","USA","Pennsylvania","This bill adds a new chapter to Pennsylvania's crimes code which requires social media platforms to verify users' age and apply privacy-protective default settings for minors (i.e., blocking unconnected users from messaging, viewing, tagging, or transacting financially with them) with parental override/approval rights.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiUEEyMDI1MDAwSDE3MjkifQ.7rV6a0U3yngSoVHeffUJey8F43cNVOI6Lq3R4We1fWg/text","died",1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"HB2215","Regulating AI for Children",2025,"North America","USA","Pennsylvania","This bill imposes fines up to $100,000 per offense on developers/operators whose chatbots solicit minors into sexually explicit conduct or encourage suicide, self-harm, or violence, while requiring covered entities to verify all users' ages (freezing existing accounts until re-verified), prohibiting minors from accessing AI companion chatbots designed for emotional or therapeutic interaction.","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiUEEyMDI1MDAwSDIyMTUifQ.GLywGSEaLGKUul5TDZZARcyeUbd1K4cMoe5dzJ_m2lo/text","Pending",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"SB0229","Cell Phone Lockable Bag Pilot Program",2025,"North America","USA","Pennsylvania","This bill establishes a Cell Phone Lockable Bag Pilot Program, providing grants to schools that adopt policies requiring students to store phones in locked bags during school hours, in exchange for tracking and reporting data on student mental health, bullying, violence, and academic performance over two school years.","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiUEEyMDI1MDAwUzIyOSJ9.7cNlhIjoCl36v9BC_hoPlQbsJ8JcdrBRTyqQqdNBqxU/text","In committee",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SB0839","Media Literacy Education",2025,"North America","USA","Pennsylvania","This bill requires Pennsylvania's Department of Education to develop a K-12 model curriculum for media literacy education covering skills like critical thinking, recognizing persuasion and bias, and identifying misinformation.","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiUEEyMDI1MDAwUzgzOSJ9.Qh6d3Tu3TKNWAtAqThdNfbgOlo8AaCYD70ja7CRuN7g/text","In committee",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SB10/HB13","Communication Devices at School",2025,"North America","USA","Tennessee","This bill requires school boards and charter schools to adopt policies banning student use of wireless communication devices (phones, tablets, laptops, gaming devices) during instructional time and allows teachers to confiscate devices from noncompliant students during class.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVE4yMDI1MDAwUzEwIn0.0F-MBqJxE8r4vWqlUA8okA0YvWhW_cdWyOvESX4_Rp8/text","Failed-Adjourned",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SB1980/HB1661","Children",2026,"North America","USA","Tennessee","This bill establishes protections for minors featured in monetized online content, requiring content creators to maintain detailed records and set aside a proportional share of earnings into a trust account for any minor whose  appearance meets specified content/compensation thresholds, giving minors a right to demand removal of content featuring them, and allowing civil actions with damages for violations.","failed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVE4yMDI1MDAwUzE5ODAifQ.caBK2sn_uv5ohkBYO1n7N7lUivURC9DstnlSdokl5Vc/text","Failed-Adjourned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SB2061","Children",2026,"North America","USA","Tennessee","This bill creates a Children's Digital Protection Fund in the Tennessee state treasury which directs money recovered from legal claims against social media, gaming, or other digital platforms over harm to minors' mental health into the fund, to be used for mental health treatment, research, law enforcement, education, and suicide prevention efforts related to minors and technology.","passed","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVE4yMDI1MDAwUzIwNjEifQ.AS_VyGhBHS9Law6dHRN_uug_WJbf33XfhBSg6POwRkI/text","Passed",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"H54/S21","Cell Phone Free Schools",2025,"North America","USA","Vermont","This bill prohibits the use of cell phones and personal electronic devices during the school day in public schools, independent schools, career and technical education centers, and prequalified private prekindergarten programs. It further prohibits schools from communicating with students through social media.","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVlQyMDI1MDAwSDU0In0.uBHdYqPmN7ZPnQpiLwtHxmiaNyIhfWql0u0QOaMfjlY/text","Pending",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
